"Dim 1";"Dim 2";"Dim 3";"Dim 4";"Dim 5"
"30";0,0546503616291842;0,320520132916391;0,0019979252901627;0,00839077544040934;0,00241318307272736
"31";0,00704168051343977;0,151648913235595;0,0181468770409967;0,0432605424280021;0,0908582902154581
"32";0,133944334326502;0,0684429295040365;0,194815004949098;0,47650961777927;0,0441762094724327
"33";0,000717475591156017;0,00195829031956587;0,00657919612482903;0,243005621270205;0,00844708783243111
"34";0,124017472997624;0,0302086370337677;0,0341241802740482;0,000133783061881547;0,695924608951683
"35";0,0813969579028041;0,0197692145712256;0,0263755144728047;0,34007534839681;0,0226835690805102
"36";0,0511474025176779;0,00664000270388393;0,131827076821769;0,427578361893339;0,00096984744441074
"37";0,0627927390958874;0,0235102933776132;0,00488921402371523;0,010906591410815;0,032623894857562
"38";0,0341798544901813;0,127346643107038;6,21145902444913e-05;0,0694940010192645;0,112314852810342
"39";0,227876810400948;0,0146208591981719;0,0194869977008418;0,007639629411982;0,0608412696473565
"40";0,0409454017370622;0,0155047206678965;0,0623632809950902;0,139362572045503;0,286705402463289
"41";0,238353131924555;0,242650073343867;0,00729862722033851;0,0162216109909495;0,10581506949165
"42";0,170143481156711;0,0800788225965285;0,000420650987986074;0,00150567412815596;0,0481417761763293
"43";0,139190141841539;0,461537316700578;0,00510915646238073;0,100578812270404;0,0457651523600815
"44";0,0107590300616432;0,00887040123247728;0,196521812050562;0,0364581248723023;0,00627332078458478
"45";0,00877456307158501;0,0462582194227798;0,0953012703735592;0,01096991763535;0,503409444408691
"46";0,129764169569408;0,0123374541124643;0,00105727795072403;0,182127534841389;0,0648433292223668
"47";0,0443929455383995;0,0946971040454457;9,82775651767641e-05;0,00298471801791681;0,208760665066205
"48";0,0272895796295737;0,0734529232799092;0,148239645723271;0,0530764945069255;0,253177858729114
"49";0,216133291200159;0,0100894597950658;0,0278558501643453;0,117396050941278;0,0284199040494099
"50";0,0206136127854976;0,187771292327401;0,125148732761029;0,00661789895987624;0,00556620505174461
"51";0,144364658841386;0,0160821241662945;0,109899842790934;0,0780002081998213;0,0336567029645658
"52";0,491305134276532;0,00695264230779047;0,00773975651329757;0,0208740320423977;0,00113870266745272
"53";0,0877907644341695;0,316219459694396;0,0077882125017037;0,00410358916021783;0,0419220220966198
"54";0,0929220620776942;0,0315889222221203;0,118604021071983;0,00106263940332273;0,0361276046409993
"55";0,00834621520378027;0,0211629827748283;0,261262252829434;0,0133540525202047;0,00710042649119478
"56";0,0800223379777556;0,29871280643844;0,0564476523165711;0,020790750959533;0,114013652779834
"57";0,0349322304476867;0,100265097256143;0,0815295784870425;0,0069339074641914;0,0898228138090468
"58";0,0763190261092478;0,154317199703293;0,00165464882150604;0,0050320557217329;0,127826673595094
"59";0,0246059168302986;0,322573722895973;0,0156748448166692;0,0135402127571113;0,0546736617157464
"60";0,11420133161361;0,010606233940816;0,0263563596576197;0,481223133428393;0,0766017897415281
"61";0,11483500944095;0,000507210516493075;0,00314704383804533;0,000330797831616555;0,136236079095355
"62";0,01249644944993;0,0226446361549327;0,570498226405789;0,0709994089013096;0,0477333079102313
"63";0,309973290290462;0,0128402360738427;0,00107649120941229;0,246407235069063;0,000676141468336959
"64";0,103982923834629;0,258494051431744;0,039310627624694;0,0149206763067346;0,0117343811023255
"65";0,159679808390054;0,264271450659102;0,04637861563557;0,0172003302407622;0,187944673866562
"66";0,103847974980849;0,0234120226873141;0,368328191057658;0,167008677574256;0,000716769938031287
"67";0,00949966957715533;0,319188406416391;0,00868869853048782;0,101412827325604;0,0876117647761978
"68";0,176210188698229;0,00321297317545372;0,0292934832113804;0,0913413190533524;0,000220192012454179
"69";0,048780441446534;0,000877155566907164;0,078937572471918;0,000887551689706969;0,39753222563343
"70";0,0638502119846674;0,0746294303439465;0,0926050268533193;0,104202101478995;0,0859110611798814
"71";0,000513028629443611;0,00701949531329254;0,18559504100214;0,00325160461719226;0,279560063209497
"72";0,0600736674238119;0,0534494692432414;0,480309429815169;0,124377838958876;0,00538695214995851
"73";0,0198228075961065;0,0342268051962923;0,0260638449367016;0,102639131265236;0,271535190351759
"74";0,0488167631163496;0,00292133964626041;0,0310167502227619;0,00644581067234389;0,236101392903425
"75";0,0418566351509471;0,00378888813830356;0,00699610160061049;0,60082662179978;0,00353005324969441
"76";0,0178877733636204;0,169635722382283;0,129641508961279;0,0373520919668918;0,169781232296471
"77";0,10921267920292;0,0367794024487053;0,0317992903760201;0,0209521283750511;0,330736346249523
"78";0,164590658883093;0,0238384269839968;0,00767155847528863;0,0969350136399892;0,224966100510118
"79";0,000395687359809267;0,11795211561325;0,321595821314758;0,00231642314877108;8,60388911339805e-05
"80";0,013047565769595;0,000574688334877343;0,00398073686503064;0,0367551561127994;0,853179629024359
"81";0,0575893442619027;0,0653018292580821;0,00664709867690324;0,100153142985251;0,00366304778710477
"82";0,225562946778252;0,209123114882195;0,180291752549921;0,0689811121369135;0,0690427593314671
"83";0,126903087009987;0,0123786560902974;0,0977323632315367;0,0555393329458262;0,108732800287611
"84";0,00207663969072813;0,220972401860093;0,0153903382790044;0,00144983481262374;0,00519581589741606
"85";0,00231548468889071;0,0514677215677698;0,184865241904456;0,0258333662420909;0,00683794631679496
"86";0,184931388352922;0,00966309388990663;0,0730630838540879;0,000882297650083253;0,0544600169241656
"87";0,23676400134682;0,00281751362295066;0,17000880927582;0,0894374698334733;1,66523897634745e-05
"88";0,135188536676277;0,0405921330452103;0,102740863461662;0,301030023211686;0,0874113057278927
"89";0,048780441446534;0,000877155566907164;0,078937572471918;0,000887551689706969;0,39753222563343
"90";0,1545146368887;0,0122562337720722;0,249005033832473;0,020963955623451;0,00313415083722797
"91";0,0487129668569062;0,182906386746729;0,00358350217438382;0,0295667267790947;0,159846051952621
"92";0,426294147031969;0,00833425403562881;0,0449706465489172;0,0321591489133461;0,0291934486112292
"93";0,23256928530666;0,177078924191442;0,00196963730470609;0,000280521566713918;0,158742276670678
"94";0,00898154547190501;0,000777399799712042;0,34810750094902;0,0212054401100687;0,178771024451892
"95";0,239877644451575;0,0145750132789305;0,00273482760093781;0,00523296834812577;0,23590082584438
"96";0,158790166729144;0,166971991255642;0,0353319285507353;0,0291067521238886;0,296091309135623
"97";0,0318736387710893;0,114687809830668;0,383872321734716;0,0025040780128848;0,0429004642752727
"98";0,175678793998445;0,0276869852881206;0,0417029358858502;0,336748037792663;0,104020447552148
"99";0,0054705066657707;0,199128112454845;0,0114883548308182;0,108745840194065;0,0865846607919831
"100";0,0814790064746087;0,0363494974301215;0,00116192468560361;0,000580817142182199;0,0803046394495228
"101";0,265756405163102;0,00421995015518712;0,175373523582817;0,101229162202615;6,27511634327512e-05
"102";0,0933552369163286;0,0163353175664037;0,0827438584453317;0,257533601918616;0,115600871510589
"103";0,112692902065031;0,0275395949701071;1,3967348467012e-05;0,0851970763517088;0,0397062419081545
"104";0,0692818461861972;0,0154226931409581;0,069484836169101;0,0353041937989841;0,145230585410687
"105";0,0114387707231372;0,0323214978445559;0,419754711557474;0,0576076044660894;0,418584585857096
"106";0,0922781866215549;0,252105464178356;0,026750555088079;0,0191232471427291;0,270380780532754
"107";0,0358463886495927;0,426447799248597;2,72402607638826e-07;0,0668262152823168;0,08043173150636
"108";0,0221085924676108;0,00104670486052433;0,0251963971840046;0,172007248469933;4,31233856615083e-06
"109";0,0210312231500824;0,0259324355757847;0,030323669153255;0,0982787635299069;0,000604500905547974
"110";0,0723857927734918;0,0192119541779298;0,0198973124855375;0,0448058215867878;0,436815351876639
"111";0,0696019744370183;0,0480148687174475;0,0996311963123306;0,0506070132962002;0,0128688573807576
"112";0,181528540446254;2,32946208051371e-05;0,0133322596552779;0,00177930731757495;0,00143854905047808
"113";0,161453318766718;0,100178676977965;0,00822399066729172;0,252435389342501;0,0130118441353374
"114";0,0369123529687233;0,00168785422568748;0,0123093665120022;0,270300138117752;0,225298813819448
"115";0,0250366497666046;0,00248153409263233;0,0348326811169596;0,241008162507955;0,000181066458222233
"116";0,171927615995913;0,0922241180438989;0,0970323173669586;0,109258347471958;0,177205087959223
"117";0,0315533770026286;0,11623547072817;0,435581180540734;0,00429203780454855;0,067122574194098
"118";0,313152295742042;0,056080339562462;0,0622262663988452;0,0706630725098822;0,0375886274387595
"119";0,0138788387319923;0,356510438235876;0,00590314141211363;0,352394687354018;0,00596898140249784
"120";0,17996893265524;0,124507489294745;0,0318668018609584;0,0483549344009865;0,00440471990421255
"121";0,319827585467262;0,153710240560061;0,070065319202046;0,145859258806464;9,80143867155477e-05
"122";0,00409284218601467;0,302163518815085;0,0871237189431198;0,0463631898976437;0,0543042770703441
"123";0,354925736127023;0,09711834741141;0,193089068807833;0,00121308891796266;0,0325499677470306
"124";0,107832066877969;0,0409831364825856;0,223469540933767;0,00015610124323902;0,112177506302299
"125";0,134362875044351;0,0595175610497898;0,311111040912564;0,0347084022637959;0,0424277712581787
"126";0,0401410221348433;0,0310532284451092;0,250053038316275;0,0421631541249582;0,0873035129331565
"127";0,0227715844365107;0,0272944825031976;0,216017567464917;0,0478917993712341;0,100729921720089
"128";0,116989504203146;0,0285717418125859;0,0122339608735854;0,0158635233061081;0,274717043495982
"129";0,0341725306634047;0,0956437001801675;0,160149709935129;0,0728089664609956;0,0185413924285407
"130";0,0648071042898906;0,00358871961020601;0,0914412756143456;0,00206213578031637;0,758140671618007
"131";0,309397756628328;0,0628689934399811;0,0475269319132244;0,0777405999544215;0,0675929568152827
"132";0,0133562499201309;0,285285181059416;0,0590079954675833;0,0367915781726463;0,159021780971177
"133";0,00794394742485667;0,0719608586695562;0,0529339815192693;0,00937615759079949;0,0487622410708961
"134";0,20600756111026;0,141649967630731;0,445523779413121;0,0146926600468689;0,0325617809709518
"135";0,0881130526679915;0,192921964638609;0,140760731308286;0,229817233725816;0,127276635976551
"136";0,179016093507279;0,156296487615353;0,172851289797182;0,0202955821749618;0,189456484601929
"137";0,0246367443327314;0,00423194688304033;0,0941370028847;0,000991174552886906;0,00597358620448054
"138";0,0792473977375882;0,0253056941729209;0,0129397339348505;0,217995567248941;0,0603575858792914
"139";0,130114658468454;0,000389355958945809;0,0149202051938888;0,0830128880348738;0,0376583907122314
"140";0,0719715305501564;0,00251231634110412;0,124609655758559;0,00351105057963174;0,0250416925648916
"141";0,4889306256172;0,0205990260376347;0,0436067351307044;8,08692746408437e-06;0,0142127709107844
"142";0,0247396011903174;0,0350394582178744;0,129874325204335;0,00822764217723823;0,0296580255866881
"143";0,0210044869499073;0,000311499523826741;0,163888390284605;0,235989892880917;0,189615260866277
"144";0,0934431045711926;0,210743587831529;0,0253873034572367;0,00266069883638352;0,00883413976814838
"145";0,199547219497636;0,0127705260092363;0,327694433678276;0,00289290227244308;0,0291700091359441
"146";0,365749192595338;0,0829378986303339;0,00833149526998931;0,0297859375171258;0,053180184988807
"147";0,0838325632068279;0,18329333927291;0,0891012857733833;0,0425248125149174;0,176451207913396
"148";0,062092616796945;3,33151863380109e-05;0,300961899553306;0,164262195287237;0,145480360250347
"149";0,0051818270134538;0,0543125297101438;0,0992960744277883;0,00266024765043322;0,489725984677381
"150";0,0820244327732019;0,210651953338029;0,00493133738064262;0,326102335017233;0,00881970720766859
"151";0,0200796845406277;0,0850387033213631;0,0401017927513697;0,190717524074773;0,017510829294991
"152";0,0234164363202568;0,0395353453910482;0,136417231566889;0,00778421802841157;0,0340606414089318
"153";0,228101242623486;0,130182583264328;0,000544870793361026;0,0271691307761009;0,110726136531006
"154";0,0556795750000938;0,0163685005323895;0,226336150845529;0,200823922612477;0,0117198919404896
"155";0,142084416253348;0,00908911121649313;0,096027175947596;0,053887899895805;0,185919347859088
"156";0,0719715305501564;0,00251231634110412;0,124609655758559;0,00351105057963174;0,0250416925648916
"157";0,102681869472831;0,300998248598835;0,00630173822883255;0,0505067262578463;0,0206654672577892
"158";0,16381161165804;0,0596223187712058;0,0937263500787076;0,00683290193154302;0,0135908152162207
"159";0,165237715265059;0,0084600497327499;0,0282315164177411;0,191411265045156;0,00598631223786255
"160";0,0299820316383057;0,187022117982635;0,0507221085590127;0,000170613702146495;0,612908165173647
"161";0,074084965267434;0,0116136292758011;0,00760681718657179;0,0234593326808572;0,02159307583559
"162";0,091210528563542;0,0786023726799336;0,493473721824219;0,0353918574993366;0,157636064309146
"163";0,0573445839271416;0,0194525795544376;0,518453562462721;0,0783789502153159;0,0386403310646964
"164";0,00226082443969635;0,0437693267905131;0,29850306684727;0,117832393944191;0,111201923035048
"165";0,0881638005097112;0,00881702695379926;0,102240785807092;0,0296787318414448;0,0198472131416406
"166";0,0903357350375685;0,329453744956586;0,00628605122667311;0,00442722541704953;0,0370210245403486
"167";0,0204800450469386;0,0648247727568148;0,00167986422770201;0,292324627446036;0,0743582921744233
"168";0,0372615627569809;0,0195236123886517;0,000965014112915984;0,23496125211733;0,0255382209348561
"169";0,170996335907982;0,0682238324178215;0,00551439562220205;0,00101236053904711;0,00650873151365862
"170";0,0166849781056816;0,126410894294319;0,20766093717243;0,17329579555157;0,263896594353066
"171";0,000367488636097042;0,292089747209864;0,00378367223572703;0,0420221665181709;0,00132624119539238
"172";0,0576808242339734;0,000319581029329973;0,0401833925188416;0,294902576100216;0,186288120016368
"173";3,83510365553844e-05;0,00607110091727562;0,164065137844107;0,0429871853687868;0,0797153217632703
"174";0,0797371038930551;0,0453418991010692;0,142783300351997;0,0266968406771085;0,0219337500390836
"175";0,24911725152406;0,013691197642275;0,0593562450114365;0,306848760527758;0,148580113654777
"176";0,125204550282687;0,327506879235645;0,0190122171229705;0,0950533476056352;0,0504128141441345
"177";0,00286591436251899;0,000419091805796335;0,0416323464136094;0,0010632848664801;0,151234609865372
"178";0,0408713526346374;0,0481380856709816;0,0346819598827492;0,151528502168791;0,0156110614297397
"179";0,0507258147006539;0,15792086671449;0,517319604689233;0,00421916861348266;0,000468398225885529
"180";0,0270119583590344;0,0934144651648748;0,102919045188182;0,00486713033098997;0,103434690645774
"181";0,0270265848672489;0,00947349388144753;0,101209965042086;0,167322133107778;0,0658521262405929
"182";0,0701302778788141;0,0983358345647272;0,238555873335649;0,00801161651345117;0,00519743862418039
"183";0,23656552256951;0,0208991852949316;0,0434914970749318;0,00253528661095138;0,0881213642766722
"184";0,0632831761074791;0,0532209020689993;0,293278430106073;0,00156472583437733;0,0434839974756326
"185";0,105309055498224;0,0694677444879893;0,00235331283020333;4,04030643283043e-07;0,420201193682365
"186";0,105280181499596;0,00305382428618577;0,0021009489092124;0,229873009705344;0,00489999210350866
"187";0,0995389821627943;0,0824930902040691;0,157333557743983;0,0191524113545073;0,357648347003614
"188";0,0207741974918367;0,00200427238553986;0,235483329878561;0,374482505763929;0,0135091414280315
"189";0,100732851585669;0,250494301193769;0,158858921007327;0,256650131083632;0,000417394211539717
"190";0,000125717246732828;0,0265785388345349;0,00966127101428726;0,00147857116760858;0,0591944509183273
"191";0,0576808242339734;0,000319581029329973;0,0401833925188416;0,294902576100216;0,186288120016368
"192";0,12865433331322;0,0743746231775069;0,133003158857929;0,173988798161276;0,0215734193587655
"193";0,0523964833688269;0,421763375330141;0,000266094494600842;0,104801817594337;0,0425126524145619
"194";0,0010027173212018;0,0036160580425064;0,0068335751716493;0,00651794005935249;0,335156002248519
"195";0,0691283278896407;0,0470220166112987;0,0757530180840311;0,0438848633198116;0,124442110098324
"196";0,15950760719268;0,16883832681357;0,0521571175257199;0,0346257266530755;0,00607436449585003
"197";0,168878178775911;0,150661681834004;0,0258126027279893;0,00716038985146982;0,0166153280566971
"198";0,248114047840623;0,0309708553378391;0,00715125499269181;0,0222857088559909;0,000968352226706312
"199";0,0769952532386078;0,111752491439036;0,000131483977232398;0,520726297337548;0,0295574720790499
"200";0,144903158315048;0,00155353859486063;0,366967990139362;0,0984656022933193;0,0139200677136292
"201";0,0478322787029436;7,94699094093586e-05;0,000100641412354072;0,103382372724356;9,73798525202077e-05
"202";0,0909540966582018;0,0317645271984075;0,0224672607621566;0,598881390971409;0,0622641707240714
"203";0,000470047997930393;0,0318598852192738;0,0299941714116437;0,0203863807958441;0,0171087425457903
"204";0,137421932205754;0,00118785754855639;0,00376578332412001;0,0523875668128109;0,312881007417465
"205";0,02156650129799;0,14469088901919;0,0182910542184723;0,056179356332676;0,000695020298121389
"206";0,0929220620776942;0,0315889222221203;0,118604021071983;0,00106263940332273;0,0361276046409993
"207";0,378219884094939;0,0418427304491637;0,0529256953335326;0,000675741438479657;0,0288374838125339
"208";0,0820620470227338;0,000705754467682716;0,142515409317758;0,0664206723043506;0,258835690604102
"209";0,116828790661266;0,0977770395263594;0,0514657347213173;0,0159479281005013;0,191878539599137
"210";0,0731138978510998;0,201214249571595;0,143277675989136;0,253377756700123;0,162283007182869
"211";0,00212571791919532;0,193688484032973;0,000195918929403643;0,298632078589148;0,000424383704159252
"212";0,0837016712315183;0,0225192500354549;0,0258791970473934;0,254517643689841;0,53091560658837
"213";0,3258399429247;6,32198745030014e-05;0,000705267061004292;0,107518252391043;0,00298984081998638
"214";0,327778910796765;0,00463654696551848;0,00889051105941553;0,220462637568619;0,0196426096103678
"215";0,0533928920737793;0,00346025844640099;0,0104031132978272;0,00116268796620192;0,761174006308978
"216";0,151320142808856;0,112981600458274;0,551513429621967;0,00849513298088765;0,159066365746352
"217";0,0497217134450162;0,13603504454109;0,203007012612093;0,171661476281349;0,00481805963464714
"218";0,0461239038528728;0,108939339264174;0,000483387351392154;0,0226207760413085;0,450619010965368
"219";0,370638627148814;0,0421818677841011;0,046870787550657;0,0067449578627822;0,0246029737117768
"220";9,5735310412975e-06;0,0389785517146684;0,000137089998995123;0,284735591539438;0,0565898040614353
"221";0,0758482100657168;0,0595206880220578;0,0208450165394446;0,00269913209636603;0,0683540308100685
"222";0,00381134413091598;0,23690610716393;0,0166625661193715;0,0347807459610774;0,059049852297102
"223";0,0327919826015582;0,00326908806357479;0,0806785136479783;0,618491966669027;0,0037398583389236
"224";0,0898349555072646;0,149986106193124;0,0836057195451697;0,0382964659768247;0,000435041302897223
"225";0,249628685323581;0,215240471127508;0,035871926250524;0,17307105834952;0,00076416193903901
"226";0,0163084308520175;0,243758814937685;0,00345797338766363;0,00172096874263151;0,00112736126125087
"227";0,191074927732043;0,295428857463544;0,00679522445165631;0,00323297357185219;0,0337813316355709
"228";0,00446057390374368;0,100042154941692;0,113563056531185;0,111845321233834;0,118383882916734
"229";0,166391159596374;0,00186332589506798;0,154945052096401;0,103835803298864;0,0239783745133421
"230";0,117612367470953;0,09460980203754;0,00515465486499151;0,0587040710629288;0,0183257598774883
"231";0,0391993034149404;0,105866024868241;0,0541467320705588;0,481505383427461;0,0106655889171933
"232";0,0746620040326783;0,327260911985304;0,354218263107136;0,0670049152151554;0,0334754825362278
"233";0,0131667012117183;0,0576171408876038;0,050218140598586;0,00669332479381105;0,478412560792906
"234";0,0490465486412049;0,122810553431973;0,0127151873838346;0,00750561629462866;0,0242038601866801
"235";0,259647133590274;0,0187002669709984;0,300949694411854;0,2137011090338;0,00425246117660144
"236";2,8944917798638e-07;0,114538419547459;0,104276715687168;0,0396116037540756;0,0861233789362399
"237";0,0045951450157436;0,228124621520453;0,177331460265321;0,175518553259275;0,020758728188365
"238";0,302781319217346;0,0755871754500523;0,00197904767372861;0,0198588312018694;0,017996656011469
"239";0,113377231311483;0,249156038565798;0,371595485444984;0,0548109074797377;0,0330823278063716
"240";0,0446340371527117;0,084143599498635;0,0113382578680704;0,312064596534591;0,00165990600777351
"241";0,310890312408879;0,0969846344262925;0,180201838100486;0,0191739322013801;0,0728009278549447
"242";0,18843975132704;0,0946137445071432;0,116690101934742;0,14185616016618;0,00638507409826807
"243";0,140401308089127;0,00104799960912489;0,226543851970487;0,0287911073582835;0,00201160105253271
"244";0,000251770895478418;0,382649190464113;0,0275609232369465;0,0347949434465674;0,0954615162573738
"245";0,0228092850025811;0,142374729840796;0,0103809461433322;0,0933877268285541;0,155763061620088
"246";0,107309478017401;0,019606852660152;0,153892005331468;0,0192254576344398;0,0469797260430118
"247";0,017072870446148;0,0106507173847379;0,348128109694126;0,0204947398381048;0,256816241267672
"248";0,076448932151426;0,00790191241302863;0,00571173095536136;0,104440510095364;0,196801989460471
"249";0,00105822535815421;0,302689090779879;0,051688971799494;0,0105723162135198;0,00272153569883826
"250";0,0269582203408689;0,000482802944636566;0,00322880282101222;0,403274135477576;0,00749757778726197
"251";0,0147693202617827;0,213751956686192;0,138926321071931;0,00227514140696453;0,222696983390621
"252";0,0262957555578569;0,0731575042831871;0,0896225436872525;0,256075080614713;0,18277778089348
"253";0,0165478535458732;0,0316174612691715;0,172203323393211;0,299707059842569;0,00185554736706354
"254";0,288364642157595;0,128035232011486;7,4711203975516e-05;0,0728922321444727;0,0732170658270612
"255";0,317571962748618;0,0574253095023637;0,0868417664553044;3,18422954200161e-05;0,0386845997157951
"256";0,044251028790397;0,194623459048136;0,0527992568354051;0,0113239920252885;0,00471657424668343
"257";0,0762426132626319;0,0110131683283516;0,0175441702871773;0,0114528462298754;0,0593487802778948
"258";0,20787243146759;0,0172944547785491;0,268031465671347;2,47297955892492e-06;0,129207965441126
"259";0,0221652870151645;0,0934964388127723;0,00158447898671205;0,41128760128455;0,240156427442545
"260";0,00175473320515834;0,000542926441012857;0,0490375642648326;0,00433717629619;0,268463184730494
"261";0,171288852278965;0,0132144301126707;0,2739927869091;0,0317277200583248;0,00667767810488059
"262";0,175095692124262;0,125861606859422;0,0225968171445579;0,0110901643759818;0,0213978038577542
"263";0,108744115648695;0,247329158794474;0,0147832848337701;0,156283702596624;0,0020270618066236
"264";0,0456136382704934;0,136369139872869;0,223371063038124;0,0968693884231099;0,1570143443203
"265";0,0637803210265418;0,000216229947184051;0,227951363493942;0,128798077348395;0,165663977694249
"266";0,00129094236989562;0,00235098859125563;0,00839636284680741;0,00612394277933254;0,349596418913212
"267";0,223824052362751;0,0119399483766645;0,0170640946793747;0,00721256778766375;0,0549058785209931
"268";0,0162144916562842;5,6450577718224e-05;0,0261534042562649;0,0569167891111545;0,235485819982226
"269";0,11346685296718;0,00271330013750461;0,0534296094256379;0,178491956204409;0,00894776353957112
"270";0,0170329618084853;0,0869403186562633;0,0621022100356902;1,00373568802378e-06;0,27409275200579
"271";0,152271973756446;0,00360496922638451;0,000858093915340874;0,134994621380824;0,243755541120437
"272";0,464704280613929;0,0362771891300729;0,0147348703333423;0,0183993175583179;0,00196645557121914
"273";0,0666883029691262;0,194813859038324;0,0391630301996021;0,533554389995803;0,0260250457448003
"274";0,00780256800922437;0,0423687725605726;0,0964157126987366;0,0497256146642854;0,109465319759505
"275";0,0361486960601716;0,348821657945539;0,00655401277879467;0,0175154164658089;0,0718627529758678
"276";0,106164284277849;0,244529340843465;0,0278302040251035;0,0182641620835885;0,119397182555568
"277";0,00358713143109379;0,011193735195549;0,00215185920564782;0,41060994926921;0,02783142646782
"278";0,128309537534563;0,034478835752447;0,0203159775673711;0,000504846598244104;0,0437022388114984
"279";0,188616899051822;0,0120884991893144;0,077990653054696;0,000741220217787204;0,0488527153658054
"280";0,00780256800922437;0,0423687725605726;0,0964157126987366;0,0497256146642854;0,109465319759505
"281";0,0998106786252408;0,244935082733193;0,170454140770622;0,00788452035644287;0,00195230816762275
"282";0,100162233558536;0,28368131760732;0,212301889705462;0,0676254139986985;0,000306582272150899
"283";0,0495458953955084;0,154394523175057;0,0154951438637538;0,201596580473752;0,119756248955229
"284";0,00527407532234905;0,256972338360983;0,098394445652845;0,00766038761527354;0,0808962724084624
"285";0,106614326494133;0,019983555348657;0,379291800723799;0,169040283104739;0,000208293091338057
"286";0,143568810711866;0,00603570337784195;0,0400959446736253;0,0700104792230565;0,341897946649308
"287";0,158518765726985;0,0341410614610674;0,167774517813721;0,0747636001904484;0,354406458703775
"288";0,0868273728042283;0,000277503633620577;0,0569482820816537;0,0555809644749709;0,285285987714224
"289";0,139332341223406;0,164792416776982;0,0362546655261177;0,295632684146649;0,0773987335655391
"290";0,0209138265425188;0,100754534547589;0,000951061578898244;0,40811520084823;0,252403521736688
"291";0,032723840159647;0,0324462745374009;0,0234232012137372;0,0632181258730866;0,0421860079441295
"292";0,152103815444791;0,00186041966149009;0,171763031255726;0,0976476741149888;0,000314992189564593
"293";0,222240666746822;0,108518876390694;0,113748452947207;0,0645229166375105;0,0111463426991627
"294";0,00344631894877473;0,0720095337767577;0,000579026204210652;0,034915185728513;0,406115415069966
"295";0,313152295742042;0,056080339562462;0,0622262663988452;0,0706630725098822;0,0375886274387595
"296";0,0572492283373443;0,00250001937239464;0,01911769804723;0,0499996534015537;0,220477947911605
"297";0,0972085343957766;0,670342695795546;0,0206239601269823;0,0165410186164969;0,00283130975330947
"298";0,0558344001904452;0,021865706289427;0,400124799287075;0,00163120220992337;0,0250593869866332
"299";0,0781376794338161;0,270619050317096;0,0951991459101437;0,00731983320130547;0,0255596071290708
"300";0,0438405248490877;0,00589781121374703;0,0117504323726307;0,0362571767691734;0,288223927630452
